batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
019,data/curation/rewrite_batches/firm_rewrite_batch_019_dopant_ionization_tail_2.jsonl,28,568,"For a dopant activation energy of 0.029 eV at 191.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.029 eV at 191.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.029 eV at 191.3 K, estimate the dopant ionization fraction.",False
019,data/curation/rewrite_batches/firm_rewrite_batch_019_dopant_ionization_tail_2.jsonl,29,569,"For a dopant activation energy of 0.034 eV at 173.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.034 eV at 173.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 173.4 K, estimate the dopant ionization fraction.",False
019,data/curation/rewrite_batches/firm_rewrite_batch_019_dopant_ionization_tail_2.jsonl,30,570,"For a dopant activation energy of 0.067 eV at 187.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.067 eV at 187.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.067 eV at 187.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,1,571,"For a dopant activation energy of 0.034 eV at 386.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.034 eV at 386.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 386.1 K, estimate the dopant ionization fraction and state why it matters for detector modeling.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,2,572,"For a dopant activation energy of 0.079 eV at 264.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.079 eV at 264.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.079 eV at 264.1 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,3,573,"For a dopant activation energy of 0.067 eV at 212.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.067 eV at 212.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.067 eV at 212.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,4,574,"For a dopant activation energy of 0.05 eV at 375.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.05 eV at 375.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.050 eV at 375.7 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,5,575,"For a dopant activation energy of 0.045 eV at 297.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.045 eV at 297.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.045 eV at 297.6 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,6,576,"For a dopant activation energy of 0.008 eV at 239.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.008 eV at 239.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.008 eV at 239.3 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,7,577,"For a dopant activation energy of 0.011 eV at 226.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.011 eV at 226.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.011 eV at 226.4 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,8,578,"For a dopant activation energy of 0.03 eV at 343.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.03 eV at 343.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.030 eV at 343.5 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,9,579,"For a dopant activation energy of 0.008 eV at 257.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.008 eV at 257.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.008 eV at 257.4 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,10,580,"For a dopant activation energy of 0.029 eV at 309.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.029 eV at 309.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.029 eV at 309.1 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,11,581,"For a dopant activation energy of 0.031 eV at 160.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.031 eV at 160.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.031 eV at 160.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,12,582,"For a dopant activation energy of 0.071 eV at 340.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.071 eV at 340.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.071 eV at 340.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,13,583,"For a dopant activation energy of 0.071 eV at 254.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.071 eV at 254.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.071 eV at 254.4 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,14,584,"For a dopant activation energy of 0.05 eV at 278.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.05 eV at 278.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.050 eV at 278.4 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,15,585,"For a dopant activation energy of 0.05 eV at 215.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.05 eV at 215.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.050 eV at 215.6 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,16,586,"For a dopant activation energy of 0.028 eV at 156.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.028 eV at 156.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.028 eV at 156.3 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,17,587,"For a dopant activation energy of 0.028 eV at 210.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.028 eV at 210.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.028 eV at 210.5 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,18,588,"For a dopant activation energy of 0.047 eV at 291.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.047 eV at 291.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 291.4 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,19,589,"For a dopant activation energy of 0.041 eV at 223.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.041 eV at 223.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.041 eV at 223.2 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,20,590,"For a dopant activation energy of 0.01 eV at 394.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.01 eV at 394.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.010 eV at 394.7 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,21,591,"For a dopant activation energy of 0.03 eV at 273.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.03 eV at 273.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.030 eV at 273.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,22,592,"For a dopant activation energy of 0.078 eV at 260.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.078 eV at 260.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.078 eV at 260.2 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,23,593,"For a dopant activation energy of 0.029 eV at 279.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.029 eV at 279.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.029 eV at 279.9 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,24,594,"For a dopant activation energy of 0.048 eV at 363.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.048 eV at 363.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 363.5 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,25,595,"For a dopant activation energy of 0.01 eV at 266.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.01 eV at 266.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.010 eV at 266.1 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,26,596,"For a dopant activation energy of 0.064 eV at 329.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.064 eV at 329.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.064 eV at 329.7 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,27,597,"For a dopant activation energy of 0.049 eV at 159.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.049 eV at 159.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.049 eV at 159.3 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,28,598,"For a dopant activation energy of 0.031 eV at 290.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.031 eV at 290.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.031 eV at 290.8 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,29,599,"For a dopant activation energy of 0.027 eV at 278.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.027 eV at 278.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.027 eV at 278.1 K, estimate the dopant ionization fraction.",False
020,data/curation/rewrite_batches/firm_rewrite_batch_020_dopant_ionization_tail_3.jsonl,30,600,"For a dopant activation energy of 0.056 eV at 189.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.056 eV at 189.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.056 eV at 189.8 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,1,601,"For a dopant activation energy of 0.009 eV at 234.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.009 eV at 234.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.009 eV at 234.5 K, estimate the dopant ionization fraction and explain the detector relevance.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,2,602,"For a dopant activation energy of 0.013 eV at 194.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.013 eV at 194.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.013 eV at 194.7 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,3,603,"For a dopant activation energy of 0.071 eV at 241.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.071 eV at 241.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.071 eV at 241.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,4,604,"For a dopant activation energy of 0.021 eV at 338.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.021 eV at 338.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.021 eV at 338.1 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,5,605,"For a dopant activation energy of 0.013 eV at 336.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.013 eV at 336.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.013 eV at 336.2 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,6,606,"For a dopant activation energy of 0.04 eV at 299.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.04 eV at 299.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.040 eV at 299.6 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,7,607,"For a dopant activation energy of 0.016 eV at 196.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.016 eV at 196.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.016 eV at 196.0 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,8,608,"For a dopant activation energy of 0.053 eV at 162.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.053 eV at 162.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.053 eV at 162.2 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,9,609,"For a dopant activation energy of 0.024 eV at 285.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.024 eV at 285.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.024 eV at 285.6 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,10,610,"For a dopant activation energy of 0.022 eV at 245.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.022 eV at 245.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.022 eV at 245.4 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,11,611,"For a dopant activation energy of 0.074 eV at 381.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.074 eV at 381.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.074 eV at 381.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,12,612,"For a dopant activation energy of 0.048 eV at 283.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.048 eV at 283.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 283.4 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,13,613,"For a dopant activation energy of 0.006 eV at 394.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.006 eV at 394.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.006 eV at 394.5 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,14,614,"For a dopant activation energy of 0.048 eV at 347.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.048 eV at 347.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 347.9 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,15,615,"For a dopant activation energy of 0.047 eV at 369.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.047 eV at 369.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 369.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,16,616,"For a dopant activation energy of 0.049 eV at 327.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.049 eV at 327.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.049 eV at 327.2 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,17,617,"For a dopant activation energy of 0.016 eV at 257.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.016 eV at 257.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.016 eV at 257.1 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,18,618,"For a dopant activation energy of 0.057 eV at 176.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.057 eV at 176.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.057 eV at 176.2 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,19,619,"For a dopant activation energy of 0.038 eV at 191.6 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.038 eV at 191.6 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.038 eV at 191.6 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,20,620,"For a dopant activation energy of 0.043 eV at 354.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.043 eV at 354.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 354.8 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,21,621,"For a dopant activation energy of 0.012 eV at 350.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.012 eV at 350.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.012 eV at 350.0 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,22,622,"For a dopant activation energy of 0.047 eV at 297.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.047 eV at 297.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 297.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,23,623,"For a dopant activation energy of 0.02 eV at 259.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.02 eV at 259.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.020 eV at 259.0 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,24,624,"For a dopant activation energy of 0.027 eV at 159.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.027 eV at 159.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.027 eV at 159.4 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,25,625,"For a dopant activation energy of 0.007 eV at 263.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.007 eV at 263.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.007 eV at 263.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,26,626,"For a dopant activation energy of 0.061 eV at 289.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.061 eV at 289.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.061 eV at 289.3 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,27,627,"For a dopant activation energy of 0.034 eV at 192.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.034 eV at 192.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 192.0 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,28,628,"For a dopant activation energy of 0.068 eV at 299.8 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.068 eV at 299.8 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.068 eV at 299.8 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,29,629,"For a dopant activation energy of 0.064 eV at 362.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.064 eV at 362.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.064 eV at 362.1 K, estimate the dopant ionization fraction.",False
021,data/curation/rewrite_batches/firm_rewrite_batch_021_dopant_ionization_tail_4.jsonl,30,630,"For a dopant activation energy of 0.05 eV at 345.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.05 eV at 345.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.050 eV at 345.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,1,631,"For a dopant activation energy of 0.051 eV at 155.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.051 eV at 155.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.051 eV at 155.3 K, estimate the dopant ionization fraction and interpret it for cooled detector modeling.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,2,632,"For a dopant activation energy of 0.061 eV at 194.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.061 eV at 194.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.061 eV at 194.0 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,3,633,"For a dopant activation energy of 0.039 eV at 278.3 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.039 eV at 278.3 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 278.3 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,4,634,"For a dopant activation energy of 0.041 eV at 361.1 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.041 eV at 361.1 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.041 eV at 361.1 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,5,635,"For a dopant activation energy of 0.018 eV at 153.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.018 eV at 153.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.018 eV at 153.7 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,6,636,"For a dopant activation energy of 0.069 eV at 335.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.069 eV at 335.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.069 eV at 335.7 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,7,637,"For a dopant activation energy of 0.039 eV at 254.2 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.039 eV at 254.2 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 254.2 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,8,638,"For a dopant activation energy of 0.014 eV at 234.7 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.014 eV at 234.7 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.014 eV at 234.7 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,9,639,"For a dopant activation energy of 0.012 eV at 329.0 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.012 eV at 329.0 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.012 eV at 329.0 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,10,640,"For a dopant activation energy of 0.011 eV at 201.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.011 eV at 201.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.011 eV at 201.5 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,11,641,"For a dopant activation energy of 0.048 eV at 223.5 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.048 eV at 223.5 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 223.5 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,12,642,"For a dopant activation energy of 0.054 eV at 350.9 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.054 eV at 350.9 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.054 eV at 350.9 K, estimate the dopant ionization fraction.",False
022,data/curation/rewrite_batches/firm_rewrite_batch_022_dopant_ionization_tail_5.jsonl,13,643,"For a dopant activation energy of 0.031 eV at 173.4 K, estimate the dopant ionization fraction.","For a dopant activation energy of 0.031 eV at 173.4 K, estimate the dopant ionization fraction.",APPLIED,1,"For a dopant activation energy of 0.031 eV at 173.4 K, estimate the dopant ionization fraction.",False
